0.008 0.019 0.119 0.283 0.581 0.775 0.994
34.346 50.256 58.330 53.899 48.102 43.783 29.551
2.439 2.463 2.345 1.567 1.153 1.577 1.782
2833.185 1650.415 1141.024 976.085 871.158 728.285 616.465
852.218 248.789 125.773 74.586 53.156 62.062 81.577
154.030 121.005 64.600 50.400 43.285 41.954 44.671
21.010 11.868 6.074 3.632 2.655 3.802 6.466
